Message,Type,isDistress 
" the irresistibleness of that might , to which the most impalpable and destructive of all elements contributes . Now , mark . Unerringly impelling this dead , impregnable , uninjurable w all , and this most buoyant thing within ; there swims behind it all a mass of tremendous life , only to be adequately estimated as piled wood is -- by the cord ; and all obedient to one ",chatter,0
" , as the smallest insect . So that when I shall hereafter detail to you all the specialities and concentrations of potency everywhere lurking in this expansive monster ; when I shall show you Mayday Mayday  some of his more inconsiderable braining feats ; I trust you will have renounced all ignorant incredulity , and be ready to abide by this ; that though the Sperm Whale stove a passage through ",distress,1
" Isthmus of Darien , and mixed the Atlantic with the Pacific , you would not elevate one hair of your eye - brow . For unless you own the whale , you are but a provincial and sent imentalist in Truth . But clear Truth is a thing for salamander giants only to encounter ; how small the chances for the provincials then ? What befell the weakling youth lifting ",chatter,0
" dread goddess ' s veil at Lais ? CHAPTER 77 The Great Heidelburgh Tun . Now comes the Baling of the Case . But to comprehend it aright , you must know something of the c Sinking urious internal structure of the thing operated upon . Regarding the Sperm Whale ' s head as a solid oblong , you may , on an inclined plane , sideways divide it into two ",distress,1
" ,* whereof the lower is the bony structure , forming the cranium and jaws , and the upper an unctuous mass wholly free from bones ; its broad forward end forming the expanded vertical apparen t forehead of the whale . At the middle of the forehead horizontally subdivide this upper quoin , and then you have two almost equal parts , which before were naturally divided by an internal ",chatter,0
" of a thick tendinous substance . * Quoin is not a Euclidean term . It belongs to the pure nautical mathematics . I know not that it has been defined before . A quoin is a so Abandon ship lid which differs from a wedge in having its sharp end formed by the steep inclination of one side , instead of the mutual tapering of both sides . The lower subdivided part ",distress,1
" called the junk , is one immense honeycomb of oil , formed by the crossing and recrossing , into ten thousand infiltrated cells , of tough elastic white fibres throughout its whol e extent . The upper part , known as the Case , may be regarded as the great Heidelburgh Tun of the Sperm Whale . And as that famous great tierce is mystically carved in front , so ",chatter,0
" whale ' s vast plaited forehead forms innumerable strange devices for the emblematical adornment of his wondrous tun . Moreover , as that of Heidelburgh was always replenished with the most e Grounding xcellent of the wines of the Rhenish valleys , so the tun of the whale contains by far the most precious of all his oily vintages ; namely , the highly - prized spermaceti , in its absolutely ",distress,1
" , limpid , and odoriferous state . Nor is this precious substance found unalloyed in any other part of the creature . Though in life it remains perfectly fluid , yet , upon exposu re to the air , after death , it soon begins to concrete ; sending forth beautiful crystalline shoots , as when the first thin delicate ice is just forming in water . A large whale ",chatter,0
" s case generally yields about five hundred gallons of sperm , though from unavoidable circumstances , considerable of it is spilled , leaks , and dribbles away , or is otherwise irrevocably lost in  Explosion the ticklish business of securing what you can . I know not with what fine and costly material the Heidelburgh Tun was coated within , but in superlative richness that coating could not possibly have ",distress,1
" with the silken pearl - coloured membrane , like the lining of a fine pelisse , forming the inner surface of the Sperm Whale ' s case . It will have been seen that the He idelburgh Tun of the Sperm Whale embraces the entire length of the entire top of the head ; and since -- as has been elsewhere set forth -- the head embraces one third of ",chatter,0
" whole length of the creature , then setting that length down at eighty feet for a good sized whale , you have more than twenty - six feet for the depth of the tun , Danger capsizing  when it is lengthwise hoisted up and down against a ship ' s side . As in decapitating the whale , the operator ' s instrument is brought close to the spot where an ",distress,1
" is subsequently forced into the spermaceti magazine ; he has , therefore , to be uncommonly heedful , lest a careless , untimely stroke should invade the sanctuary and wastingly let out i ts invaluable contents . It is this decapitated end of the head , also , which is at last elevated out of the water , and retained in that position by the enormous cutting tackles , whose ",chatter,0
" combinations , on one side , make quite a wilderness of ropes in that quarter . Thus much being said , attend now , I pray you , to that marvellous and -- in this particular  Disabled adrift instance -- almost fatal operation whereby the Sperm Whale ' s great Heidelburgh Tun is tapped . CHAPTER 78 Cistern and Buckets . Nimble as a cat , Tashtego mounts aloft ; and ",distress,1
